npl,total assets,debt to equity,ROA,Tier 1 capital ratio,net charge offs,total loans,TBTF ,Bank,date,risk based capital ratio,total liabilities,total interest expense,total debt,interest rate,total equity,ROE,equity assets ratio,NPL_tot_loans,tot_loans_tot_assets,loan deposit ratio
6378,2328478,206.2455,0.8659,13,911,943305,1,Bank of America,2018-03-31,15.4,2062254,3830,549075,0.006975368,266224,7.4154,0.114333913,0.006761334,0.405116561,70.9965
5897,2291670,201.4064,0.9454,13,996,942335,1,Bank of America,2018-06-30,15.3,2027454,4541,532148,0.00853334,264216,8.031,0.115294087,0.006257859,0.411200129,71.9509
5154,2338833,200.1461,1.0052,12.9,932,935377,1,Bank of America,2018-09-30,15.2,2076675,4904,524699,0.009346311,262158,8.6918,0.112089234,0.005510078,0.399933215,69.5112
4944,2354507,190.2335,1.2143,13.2,924,957262,1,Bank of America,2018-12-31,15.4,2089182,5332,504737,0.010563917,265325,10.5722,0.112688134,0.00516473,0.406565791,69.2927
4850,2377164,198.7667,1.213,13.1,991,951912,1,Bank of America,2019-03-31,15.4,2110154,5795,530727,0.010918985,267010,10.7045,0.112322919,0.005095009,0.400440188,69.0123
4187,2395892,203.602,1.2418,13.3,887,969216,1,Bank of America,2019-06-30,15.6,2124484,6035,552592,0.010921258,271408,10.8673,0.113280565,0.004319986,0.404532425,70.4837
3476,2426330,210.4893,1.1632,12.9,811,982721,1,Bank of America,2019-09-30,15.2,2157943,5729,564926,0.010141151,268387,10.4474,0.110614385,0.003537118,0.405023637,70.5554
3552,2434079,197.7036,1.1456,12.6,959,992584,1,Bank of America,2019-12-31,14.8,2169269,4786,523539,0.00914163,264810,10.3483,0.108792689,0.003578538,0.407786272,69.1791
4056,2619954,201.5809,0.9657,12.3,1122,1058647,1,Bank of America,2020-03-31,14.6,2355036,3968,534024,0.007430378,264918,9.0723,0.101115516,0.003831305,0.404070835,66.8623
4393,2741688,203.1238,0.7908,13.2,1146,1006325,1,Bank of America,2020-06-30,15.8,2476051,1692,539572,0.003135819,265637,7.5651,0.096888121,0.004365389,0.367045776,58.5527
4550,2738452,204.2157,0.7519,13.5,972,959606,1,Bank of America,2020-09-30,16.1,2469602,1357,549034,0.002471614,268850,7.2288,0.098175904,0.004741529,0.350419142,56.3519
4952,2819627,195.7952,0.6812,13.5,909,937104,1,Bank of America,2020-12-31,16.1,2546703,1208,534372,0.002260597,272924,6.6553,0.096794363,0.005284365,0.332350343,52.1924
5162,2970028,209.9146,0.7848,13.3,823,910983,1,Bank of America,2021-03-31,15.6,2696028,1198,575166,0.002082877,274000,8.14,0.092255023,0.005666407,0.306725391,48.3287
4907,3029894,223.7703,0.9573,13,595,927205,1,Bank of America,2021-06-30,15.1,2752775,1154,620110,0.00186096,277119,10.1795,0.091461615,0.005292249,0.306018956,48.5666
4714,3085446,227.0186,1.0452,12.6,463,937151,1,Bank of America,2021-09-30,14.7,2812982,1242,618544,0.002007941,272464,11.2449,0.088306196,0.005030139,0.30373275,47.6969
4567,3128528,225.0365,1.0752,12.1,362,953792,1,Bank of America,2021-12-31,14.1,2858462,1144,607747,0.001882362,270066,11.7785,0.086323664,0.004788256,0.304869255,47.1362
4625,3238223,238.2841,0.9985,12,392,1003415,1,Bank of America,2022-03-31,14,2971606,1322,635306,0.002080887,266617,11.4665,0.082334354,0.004609259,0.309865936,48.4178
4164,3111606,224.8798,0.9124,12.3,571,1037420,1,Bank of America,2022-06-30,14.2,2842488,2531,605192,0.004182144,269118,10.2586,0.086488456,0.004013803,0.333403394,52.2801
3983,3072953,219.1126,0.8901,12.8,520,1040095,1,Bank of America,2022-09-30,14.7,2803429,5856,590561,0.009915995,269524,10.1142,0.087708468,0.003829458,0.338467591,53.6658
3808,3051375,215.7077,0.8909,13,689,1052618,1,Bank of America,2022-12-31,14.9,2778178,10394,589307,0.017637666,273197,10.1343,0.089532424,0.003617647,0.344965139,54.5302
3918,3194657,266.6951,0.8899,13.1,807,1053215,1,Bank of America,2023-03-31,15,2914461,14207,747269,0.019011895,280196,10.4687,0.087707694,0.003720038,0.32968015,55.1305
4126,3123198,251.8486,0.9554,13.3,869,1058012,1,Bank of America,2023-06-30,15.1,2839879,18196,713535,0.025501202,283319,10.7824,0.09071439,0.003899767,0.338759182,56.3609
4833,3153090,255.7193,0.9799,13.6,931,1056740,1,Bank of America,2023-09-30,15.4,2866026,19245,734078,0.02621656,287064,10.9607,0.091042121,0.0045735,0.335144255,56.0723
5485,3180151,248.0751,0.851,13.5,1192,1059734,1,Bank of America,2023-12-31,15.2,2888505,21683,723501,0.029969551,291646,9.3884,0.091708224,0.005175827,0.333233862,55.0847
5883,3273803,265.447,0.7738,13.6,1498,1057727,1,Bank of America,2024-03-31,15.2,2980251,22253,779225,0.028557862,293552,8.7244,0.089666971,0.005561927,0.323088164,54.3401
5473,3257996,271.989,0.7684,13.5,1533,1063828,1,Bank of America,2024-06-30,15.1,2964104,23152,799354,0.028963388,293892,8.495,0.090206372,0.005144629,0.326528332,55.6835
5629,3324293,280.4747,0.729,13.2,1534,1086151,1,Bank of America,2024-09-30,14.9,3027781,23524,831641,0.028286244,296512,8.0918,0.089195507,0.005182521,0.326731428,56.267
5975,3261519,257.1757,0.8424,13.2,1466,1105380,1,Bank of America,2024-12-31,15.1,2965960,21618,760106,0.02844077,295559,9.2411,0.090620045,0.005405381,0.338915702,56.2401
14.34,3542.061,40.9765,0.8395,17.35,1.141,2232.632,0,Busey,2014-03-31,18.64,3121.727,1.694,172.238,0.009835228,420.334,7.2371,0.118669328,0.006422913,0.630320031,76.2726
11.232,3507.449,45.8243,0.8812,17.2,0.998,2324.068,0,Busey,2014-06-30,18.49,3080.682,1.635,195.563,0.008360477,426.767,7.3913,0.121674471,0.004832905,0.662609207,81.2177
8.681,3520.917,56.341,0.9103,17.37,0.414,2379.915,0,Busey,2014-09-30,18.66,3090.889,1.6,242.282,0.006603875,430.028,7.6032,0.122135228,0.003647609,0.675936127,84.233
9,3665.607,70.0797,0.9097,17.38,-0.439,2415.69,0,Busey,2014-12-31,18.66,3231.968,1.57,303.893,0.005166292,433.639,7.7206,0.11829937,0.003725644,0.659015001,83.2753
10.202,3937.184,65.6378,0.873,16.36,0.301,2484.851,0,Busey,2015-03-31,17.64,3497.384,1.593,288.675,0.005518316,439.8,7.5914,0.111704203,0.004105679,0.63112392,78.0446
8.377,3885.274,63.1178,0.9306,16.18,-0.068,2514.576,0,Busey,2015-06-30,17.46,3442.686,1.559,279.352,0.005580773,442.588,7.9137,0.113914231,0.003331377,0.647206864,80.1908
7.875,3863.565,63.4721,0.9727,15.8,0.608,2581.014,0,Busey,2015-09-30,17.07,3419.337,1.535,281.961,0.005444015,444.228,8.2164,0.114978783,0.003051126,0.668039492,82.9767
12.748,3998.976,82.5251,1.0178,13.29,2.407,2637.09,0,Busey,2015-12-31,14.55,3625.79,1.52,307.972,0.004935514,373.186,9.669,0.09332039,0.004834116,0.659441317,80.1765
17.368,3890.63,78.5727,1.0649,13.76,3.316,2585.512,0,Busey,2016-03-31,15.02,3507.366,1.582,301.141,0.005253353,383.264,10.1278,0.098509496,0.006717432,0.664548415,81.2613
22.443,5510.199,83.4404,0.9393,12.59,0.913,4059.091,0,Busey,2016-06-30,13.65,4922.082,2.586,490.727,0.005269732,588.117,8.5623,0.106732443,0.00552907,0.736650528,92.578
16.253,5592.241,102.319,1.0348,12.8,-0.539,4073.995,0,Busey,2016-09-30,13.91,4996.167,3.057,609.897,0.005012322,596.074,9.4053,0.106589469,0.00398945,0.728508482,93.9465
21.423,5425.17,69.8326,1.0546,12.92,1.552,4135.219,0,Busey,2016-12-31,14.04,4830.856,3.004,415.025,0.007238118,594.314,10.2727,0.109547535,0.00518062,0.762228465,94.5345
20.544,5438.935,52.1268,1.1668,13.69,-0.147,3969.396,0,Busey,2017-03-31,14.87,4836.588,2.914,313.984,0.009280728,602.347,11.0449,0.110747233,0.005175599,0.729811259,88.4931
18.935,5531.367,77.9475,1.0601,13.6,-0.259,4088.879,0,Busey,2017-06-30,16.18,4918.252,3.643,477.908,0.007622806,613.115,9.7443,0.110843305,0.004630854,0.739216725,93.0515
27.43,6913.789,78.5832,0.9897,12.26,-0.34,5225.56,0,Busey,2017-09-30,14.38,6077.721,6.578,657.009,0.010012039,836.068,8.6427,0.120927613,0.005249198,0.755817107,97.2508
24.624,7860.64,80.1808,0.9443,12.14,0.262,5614.348,0,Busey,2017-12-31,14.15,6925.637,7.801,749.693,0.010405593,935.003,8.2031,0.118947439,0.004385906,0.714235482,91.6484
32.588,7778.746,48.8753,1.0512,12.32,1.941,5560.487,0,Busey,2018-03-31,14.32,6836.6,8.876,460.477,0.019275664,942.146,8.9962,0.12111798,0.005860638,0.714830771,87.8271
25.215,7775.544,64.284,1.1702,12.44,1.602,5589.261,0,Busey,2018-06-30,14.42,6818.362,9.953,615.315,0.016175455,957.182,9.9161,0.123101612,0.00451133,0.718825718,90.6772
40.395,7889.385,69.5013,1.161,12.5,1.32,5656.358,0,Busey,2018-09-30,14.34,6917.245,11.987,675.65,0.017741434,972.14,9.5045,0.123221265,0.007141521,0.716958039,91.2968
34.997,7702.357,40.769,1.2713,12.99,2.5,5594.323,0,Busey,2018-12-31,14.83,6707.393,13.811,405.637,0.034047683,994.964,10.2518,0.129176562,0.006255806,0.726313127,89.5189
36.23,9537.334,43.6888,1.1836,12.42,1.844,6535.372,0,Busey,2019-03-31,13.95,8351.193,15.898,518.211,0.030678623,1186.141,9.6303,0.124368193,0.005543678,0.68524097,84.1837
32.816,9612.667,40.6232,1.1698,12.43,2.057,6571.733,0,Busey,2019-06-30,13.96,8409.059,18.038,488.944,0.03689175,1203.608,9.4135,0.125210621,0.004993508,0.683653454,83.8957
31.827,9753.76,40.9198,1.1299,12.42,1.821,6739.76,0,Busey,2019-09-30,13.95,8537.779,18.215,497.577,0.036607399,1215.981,9.1103,0.124667923,0.004722275,0.690990961,84.9857
27.896,9695.729,39.1192,1.1835,12.49,1.584,6755.948,0,Busey,2019-12-31,14.03,8475.295,16.86,477.424,0.035314521,1220.434,9.2943,0.125873361,0.004129102,0.69679629,85.4924
25.672,9721.405,33.1542,0.9642,12.2,3.413,6835.442,0,Busey,2020-03-31,13.85,8503.82,15,403.681,0.037158053,1217.585,7.7253,0.125247842,0.003755719,0.703133138,85.7299
25.095,10835.965,44.9583,0.9249,12.73,1.229,7337.16,0,Busey,2020-06-30,16.23,9599.881,10.42,555.722,0.018750382,1236.084,7.7525,0.114072351,0.003420261,0.677111822,82.3506
23.898,10539.628,40.7629,0.9912,13.08,2.754,7209.083,0,Busey,2020-09-30,16.63,9283.923,9.876,511.862,0.019294263,1255.705,8.1378,0.119141302,0.003314985,0.68399786,83.4124
22.93,10544.047,38.2884,0.9916,13.44,0.934,6856.99,0,Busey,2020-12-31,17.04,9273.978,8.367,486.289,0.017205818,1270.069,8.0581,0.120453655,0.003344033,0.650318611,79.0172
21.706,10759.563,41.118,1.1991,13.84,0.309,6817.572,0,Busey,2021-03-31,17.39,9493.741,7.438,520.481,0.014290627,1265.822,9.8893,0.117646228,0.003183831,0.63362908,76.8277
27.725,12415.449,43.9962,1.0903,13.18,1.011,7203.484,0,Busey,2021-06-30,16.41,11069.758,7.146,592.053,0.012069865,1345.691,9.8193,0.108388428,0.003848832,0.580203261,69.6856
25.369,12899.33,46.0145,1.0399,12.84,0.739,7170.86,0,Busey,2021-09-30,15.91,11566.254,7.109,613.408,0.01158935,1333.076,9.4151,0.103344592,0.00353779,0.555909493,66.2872
15.946,12859.689,48.4277,1.055,12.73,0.179,7212.873,0,Busey,2021-12-31,15.7,11540.577,6.409,638.816,0.010032623,1319.112,9.5358,0.102577286,0.00221077,0.560890158,66.9807
12.488,12567.509,50.891,0.978,12.76,-0.579,7279.638,0,Busey,2022-03-31,15.8,11349.484,6.035,619.865,0.009735991,1218.025,9.1851,0.09691857,0.00171547,0.579242712,68.7288
15.84,12356.433,55.2911,0.9214,12.62,1.109,7502.591,0,Busey,2022-06-30,16.58,11194.476,6.668,642.459,0.010378872,1161.957,9.1026,0.094036604,0.002111271,0.607180972,72.1595
15.425,12497.388,53.1122,0.9753,12.62,0.399,7674.66,0,Busey,2022-09-30,15.98,11390.8,9.11,587.733,0.015500236,1106.588,10.153,0.088545542,0.002009861,0.614101123,72.3929
15.067,12336.677,80.0804,1.0185,12.78,-0.027,7726.955,0,Busey,2022-12-31,16.12,11190.7,14.735,917.703,0.016056393,1145.977,10.4103,0.09289187,0.001949927,0.626340059,76.7227
14.714,12344.555,96.8224,1.0971,12.99,0.834,7786.522,0,Busey,2023-03-31,16.4,11145.997,25.248,1160.473,0.021756646,1198.558,11.31,0.097092038,0.001889676,0.63076571,79.4448
15.209,12209.029,62.0132,1.1089,13.17,0.715,7806.829,0,Busey,2023-06-30,16.56,11007.081,38.229,745.366,0.051288897,1201.948,11.5231,0.098447469,0.001948166,0.639430785,77.5814
11.298,12258.25,43.9519,1.06,13.33,0.293,7859.211,0,Busey,2023-09-30,16.72,11068.092,44.878,523.097,0.085792884,1190.158,11.4251,0.097090368,0.001437549,0.641136459,76.064
7.441,12283.415,41.1625,0.9957,13.93,0.869,7653.413,0,Busey,2023-12-31,17.44,11011.434,51.567,523.579,0.098489435,1271.981,10.1379,0.103552717,0.000972246,0.623068829,74.3688
17.465,11887.458,35.3339,0.9244,14.115,5.216,7594.904,0,Busey,2024-03-31,17.95,10604.807,49.966,453.211,0.110248869,1282.651,9.0282,0.107899519,0.002299568,0.638900596,76.2526
8.393,11971.416,34.0146,0.9098,14.3,15.072,8010.198,0,Busey,2024-06-30,17.5,10637.606,49.407,453.69,0.10890035,1333.81,8.6757,0.111416227,0.001047789,0.669110321,80.2936
8.192,11986.839,31.5161,0.9184,14.04,0.247,7820.62,0,Busey,2024-09-30,18.19,10583.955,51.959,442.135,0.117518405,1402.884,8.5872,0.117035359,0.001047487,0.65243389,78.6526
23.237,12046.722,33.9188,0.9346,14.65,2.85,7700.744,0,Busey,2024-12-31,18.53,10663.453,49.738,469.188,0.106008679,1383.269,8.5635,0.114825344,0.003017501,0.639239787,77.1425
259.9,103832.6,80.6223,0.7601,13,1.5,29660.8,0,Northern Trust,2014-03-31,15.5,95884.3,49.7,6408.1,0.007755809,7948.3,9.6231,0.076549176,0.008762407,0.285659802,34.3823
229.3,105761.2,67.978,0.7286,12.9,5.9,30697.6,0,Northern Trust,2014-06-30,14.9,97718.6,47.2,5467.2,0.008633304,8042.6,9.3802,0.076044901,0.007469639,0.290253893,34.5451
220.5,111153.7,79.4173,0.7121,13.4,5.2,30719.9,0,Northern Trust,2014-09-30,15.3,102611.1,44.5,6784.3,0.006559262,8542.6,9.0161,0.076853942,0.007177758,0.276373166,33.4922
215.7,109946.5,81.5787,0.7626,13.2,5.4,31640.2,0,Northern Trust,2014-12-31,15,101497.6,40,6892.5,0.00580341,8448.9,9.9237,0.076845557,0.006817277,0.287778147,34.8625
219.6,106952,82.153,0.817,12.4,4.6,32630.2,0,Northern Trust,2015-03-31,14.2,98344.4,38.2,7071.4,0.005402042,8607.6,10.4023,0.080480963,0.006729962,0.305092004,37.6199
208.7,119942.9,78.1868,0.8404,11.2,2.6,32953.8,0,Northern Trust,2015-06-30,13.2,111193.6,37.6,6840.8,0.005496433,8749.3,11.2959,0.072945543,0.006333109,0.274745733,32.7287
198.6,119995.2,91.9517,0.8466,11,9.4,33378.4,0,Northern Trust,2015-09-30,12.8,111210.7,36.8,8077.5,0.004555865,8784.5,11.2944,0.073207095,0.005949956,0.27816446,33.3998
180.1,116749.6,93.0312,0.8591,11.4,2.9,33180.9,0,Northern Trust,2015-12-31,13.2,108043.7,41.3,8099.2,0.005099269,8705.9,11.3531,0.074568992,0.005427821,0.284205685,34.2534
164,117798.8,90.1164,0.8796,12.1,2.7,34144.9,0,Northern Trust,2016-03-31,13.6,108966,44.2,7959.8,0.005552903,8832.8,11.3357,0.074982088,0.00480306,0.289857791,34.9632
152.2,121509.6,112.847,0.8137,12,2.4,34557.1,0,Northern Trust,2016-06-30,13.5,112558.1,45,10101.5,0.004454784,8951.5,11.0989,0.073669076,0.004404305,0.284398105,34.8755
173.3,120085,82.0205,0.8375,13.1,-0.8,33423,0,Northern Trust,2016-09-30,14.5,110505.2,46.1,7857.4,0.005867081,9579.8,10.9484,0.079775159,0.005185052,0.278327851,33.6006
160.2,123926.9,91.0188,0.858,12.9,10.9,33822.1,0,Northern Trust,2016-12-31,14.5,114156.5,46.7,8892.9,0.00525138,9770.4,11.1765,0.078840026,0.004736548,0.272919762,33.2725
179.9,121488.7,79.9363,0.8886,13.4,2,33471.8,0,Northern Trust,2017-03-31,15,111511,56.8,7975.8,0.007121543,9977.7,11.3043,0.082128626,0.005374674,0.27551369,33.2955
159,125605.7,80.6563,0.8645,13.5,3.2,33499,0,Northern Trust,2017-06-30,15.6,115537.8,75.7,8120.4,0.009322201,10067.9,11.2317,0.080154802,0.00474641,0.26669968,32.1142
137.3,131400.2,119.5884,0.8819,13.4,-1.6,33336.1,0,Northern Trust,2017-09-30,15.4,121235,99.6,12156.4,0.008193215,10165.2,11.2322,0.077360613,0.004118658,0.253699005,31.5054
150.7,138590.5,121.3318,0.9135,13.8,6.6,32592.2,0,Northern Trust,2017-12-31,15.8,128374.3,108.1,12395.5,0.008720907,10216.2,11.998,0.073715009,0.004623806,0.235169077,28.999
124.7,129672.2,42.4447,1.0388,13.6,3,32108.9,0,Northern Trust,2018-03-31,15.5,119446.2,121.9,4340.4,0.028084969,10226,12.9135,0.078860388,0.003883658,0.247615912,30.5243
128.4,135106.2,145.0548,1.0947,13.6,0.1,32473.2,0,Northern Trust,2018-06-30,15.6,124748.6,154.4,15024.2,0.010276754,10357.6,13.9727,0.076662655,0.00395403,0.240353144,30.4841
113.6,132378.5,57.7076,1.1397,14.2,-0.3,31354,0,Northern Trust,2018-09-30,16.2,122014,191,5981.1,0.031933925,10364.5,14.6432,0.078294436,0.003623142,0.23685115,29.8919
109.3,132212.5,58.6565,1.1495,14.1,-1.7,32490,0,Northern Trust,2018-12-31,16.1,121704.2,231.4,6163.8,0.037541776,10508.3,15.0199,0.079480382,0.003364112,0.245740758,31.0919
116.1,121869.4,43.6003,1.2101,14.3,-1.2,30620.6,0,Northern Trust,2019-03-31,16.3,111253.2,240.8,4628.7,0.052023246,10616.2,14.604,0.087111285,0.003791565,0.251257494,31.9483
115.1,126550.9,46.0506,1.1625,14.5,-1.2,30982.3,0,Northern Trust,2019-06-30,16.4,115745.4,222.8,4976,0.04477492,10805.5,14.3731,0.085384616,0.003715024,0.244820859,30.9111
113.1,124355.8,46.7428,1.1927,14.1,-0.6,30844.2,0,Northern Trust,2019-09-30,16,113544.5,203.1,5053.5,0.040189967,10811.3,14.4599,0.086938446,0.003666816,0.248031857,31.7118
83.6,136828.4,50.8926,1.1093,14.5,0.7,31409.6,0,Northern Trust,2019-12-31,16.3,125737.4,155.3,5644.5,0.027513509,11091,13.8171,0.081057734,0.002661607,0.229554683,28.7843
103.9,161709.2,78.5582,1.0619,12.8,-2.6,37837.7,0,Northern Trust,2020-03-31,14.5,150829.5,121.1,8546.9,0.01416888,10879.7,14.0092,0.067279413,0.002745939,0.233986069,28.7758
98.5,151432.9,51.8055,1.0285,14.6,0.7,33757.3,0,Northern Trust,2020-06-30,16.5,140050.7,34.2,5896.6,0.005799953,11382.2,12.8864,0.075163323,0.002917887,0.222919194,27.6577
98,152082,65.6597,0.9691,14.5,-2.6,32766.3,0,Northern Trust,2020-09-30,16.5,140502.9,26.8,7602.8,0.003525017,11579.1,11.9649,0.076137215,0.002990878,0.215451533,26.7286
131.7,170003.9,47.8265,0.7882,13.9,-0.4,33759.7,0,Northern Trust,2020-12-31,15.6,158315.6,18.2,5590.1,0.003255756,11688.3,10.6175,0.068753129,0.003901101,0.198581915,23.4641
123.8,163924.1,86.9191,0.7516,13,-0.9,34344.3,0,Northern Trust,2021-03-31,14.5,152466.2,9.8,9959.1,0.000984025,11457.9,10.9573,0.069897593,0.003604674,0.209513427,24.9854
106.5,172291.1,42.3615,0.7899,13.1,-3.2,37406.6,0,Northern Trust,2021-06-30,14.5,160468.1,7.5,5008.4,0.001497484,11823,11.0199,0.068622233,0.002847091,0.217112782,25.5841
141,169085.7,38.1551,0.8592,12.9,-1.1,39456.6,0,Northern Trust,2021-09-30,14.3,157186.9,4.9,4540,0.001079295,11898.8,11.754,0.070371415,0.003573547,0.233352673,27.8011
122.3,183889.8,40.3302,0.8733,12.9,-1.1,40480.6,0,Northern Trust,2021-12-31,14.1,171873,1.6,4846.4,0.000330142,12016.8,13.0377,0.065347833,0.0030212,0.220135103,25.3117
100.8,172565,64.2903,0.9269,12.4,-3.2,39239.1,0,Northern Trust,2022-03-31,13.6,161155.2,2.5,7335.4,0.000340813,11409.8,13.6393,0.066118854,0.002568866,0.227387361,26.2242
89.7,157786.3,50.4847,0.962,11.5,-5.5,41207.8,0,Northern Trust,2022-06-30,12.6,146716.6,66.1,5588.5,0.011827861,11069.7,13.8699,0.070156281,0.002176772,0.261162091,30.8269
