npl,total assets,debt to equity,ROA,Tier 1 capital ratio,net charge offs,total loans,TBTF ,Bank,date,risk based capital ratio,total liabilities,total interest expense,total debt,interest rate,total equity,ROE,equity assets ratio,NPL_tot_loans,tot_loans_tot_assets,loan deposit ratio
465,65564,65.2751,0.9542,13.33,8,44227,0,Zion,2017-09-30,14.99,57803,35,5066,0.006908804,7761,7.8237,0.118372888,0.010513939,0.67456226,84.8903
414,66288,70.543,0.911,13.2,12,44824,0,Zion,2017-12-31,14.8,58609,36,5417,0.006645745,7679,7.7059,0.115842988,0.009236124,0.676200821,85.1827
387,66481,69.3485,1.0444,13.3,5,45173,0,Zion,2018-03-31,14.8,58837,47,5301,0.008866252,7644,8.9632,0.11498022,0.008567064,0.679487372,85.2916
342,66457,60.3464,1.0887,13.3,-12,45314,0,Zion,2018-06-30,14.8,58836,58,4599,0.012611437,7621,9.3429,0.114675655,0.007547336,0.681854432,84.5726
288,66731,62.452,1.1807,13.1,-1,45871,0,Zion,2018-09-30,14.6,59178,66,4717,0.013991944,7553,10.1998,0.113185776,0.006278477,0.687401657,85.2859
252,68746,84.9037,1.3093,12.7,-8,46807,0,Zion,2018-12-31,13.9,61168,80,6434,0.012433945,7578,11.5881,0.110231868,0.00538381,0.680868705,86.5178
234,69195,85.4375,1.2663,12.3,0,47675,0,Zion,2019-03-31,13.5,61607,99,6483,0.015270708,7588,11.2789,0.109661103,0.004908233,0.68899487,87.4209
248,70065,99.6184,1.2599,11.8,14,48722,0,Zion,2019-06-30,13,62466,115,7570,0.015191546,7599,11.3009,0.108456433,0.005090103,0.695382859,89.6746
233,70361,81.6753,1.2532,11.4,1,48976,0,Zion,2019-09-30,12.6,62852,110,6133,0.017935757,7509,11.4062,0.106721053,0.004757432,0.696067424,87.2406
243,69172,55.5012,1.1833,11.2,22,48838,0,Zion,2019-12-31,13.2,61819,88,4081,0.021563342,7353,10.9303,0.106300237,0.004975634,0.706037125,85.5531
274,71467,78.2521,0.8773,11,7,50067,0,Zion,2020-03-31,13.3,63995,74,5847,0.012656063,7472,8.1939,0.104551751,0.005472667,0.700561098,87.0458
339,76447,33.0561,0.6621,11.2,31,55234,0,Zion,2020-06-30,13.5,68872,32,2504,0.012779553,7575,6.3925,0.099088257,0.006137524,0.722513637,84.0905
366,78357,37.9369,0.589,11.4,52,54834,0,Zion,2020-09-30,13.7,70689,26,2909,0.008937779,7668,5.7719,0.097859796,0.006674691,0.699797083,81.7271
367,81479,39.9188,0.7156,11.8,15,53557,0,Zion,2020-12-31,14.1,73593,21,3148,0.006670902,7886,7.074,0.096785675,0.006852512,0.657310473,76.8912
324,85121,32.9131,1.0818,12.2,8,53549,0,Zion,2021-03-31,14.5,77188,17,2611,0.006510915,7933,10.9964,0.093196743,0.006050533,0.629092703,72.5075
307,87208,28.358,1.3871,12.1,-2,51464,0,Zion,2021-06-30,14.2,79175,15,2278,0.006584723,8033,14.5438,0.092113109,0.005965335,0.590129346,67.6224
323,88306,23.4371,1.44,11.6,-1,50745,0,Zion,2021-09-30,13.6,80532,14,1822,0.007683864,7774,15.542,0.088034788,0.006365159,0.574649514,65.1546
271,93200,29.1706,1.2927,10.9,1,50934,0,Zion,2021-12-31,12.91,85737,13,2177,0.00597152,7463,14.7111,0.080075107,0.005320611,0.546502146,61.5227
252,91126,25.0715,1.1461,10.8,6,51285,0,Zion,2022-03-31,12.5,84832,11,1578,0.006970849,6294,14.1984,0.069069201,0.004913717,0.562792178,62.2761
201,87784,34.375,0.9818,10.6,9,52412,0,Zion,2022-06-30,12.3,82152,15,1936,0.007747934,5632,12.5723,0.064157477,0.003835,0.597056411,66.2931
151,88474,133.4753,0.9458,10.3,27,53943,0,Zion,2022-09-30,12,83778,44,6268,0.007019783,4696,13.4082,0.05307774,0.002799251,0.609704546,70.9823
149,89545,231.494,0.9926,10.5,-3,55661,0,Zion,2022-12-31,12.2,84652,115,11327,0.010152732,4893,14.6811,0.054642917,0.002676919,0.621598079,77.6824
171,88573,251.659,1.0106,10.6,0,56336,0,Zion,2023-03-31,12.4,83389,241,13046,0.018473095,5184,15.8216,0.058527994,0.003035359,0.636040328,81.401
162,87230,119.364,1.0056,10.7,13,56953,0,Zion,2023-06-30,12.5,81947,386,6306,0.061211545,5283,16.1246,0.060564026,0.002844451,0.65290611,76.629
216,87269,96.7074,0.9537,10.9,14,56934,0,Zion,2023-09-30,12.8,81954,425,5140,0.082684825,5315,16.7416,0.060903643,0.003793867,0.652396613,75.5103
222,87203,90.7398,0.7695,10.9,9,57832,0,Zion,2023-12-31,12.8,81512,457,5164,0.088497289,5691,12.8496,0.065261516,0.003838705,0.663188193,77.1495
248,87060,97.2551,0.7163,11,6,58121,0,Zion,2024-03-31,12.9,81231,468,5669,0.082554242,5829,11.4229,0.066953825,0.00426696,0.667597059,78.2911
261,87606,106.6722,0.7493,11.2,15,58527,0,Zion,2024-06-30,13.1,81581,476,6427,0.074062549,6025,11.5847,0.068773828,0.00445948,0.66807068,79.3371
363,87032,58.0423,0.7963,11.4,3,58981,0,Zion,2024-09-30,13.2,80647,484,3706,0.130599029,6385,11.8632,0.07336382,0.006154524,0.677693262,77.8956
297,88775,82.74,0.891,11,36,59484,0,Zion,2024-12-31,13.3,82651,435,5067,0.085849615,6124,13.2713,0.068983385,0.004992939,0.670053506,78.0394
14650,1546707,185.7975,1.5151,12.63,825,842767,1,Wells Fargo,2014-03-31,15.71,1370238,997,210483,0.004736725,176469,13.3831,8.65E-06,0.017383215,0.544878248,76.9948
13972,1598874,194.7145,1.5007,12.72,717,859768,1,Wells Fargo,2014-06-30,15.89,1417325,1002,229727,0.004361699,181549,13.2877,8.31E-06,0.016250896,0.53773343,76.8627
13365,1636855,191.4818,1.4694,12.55,668,868353,1,Wells Fargo,2014-09-30,15.58,1453865,1023,247513,0.004133116,182990,13.1321,8.02E-06,0.015391206,0.530500869,76.8029
12848,1687155,249.6976,1.4363,12.45,735,882809,1,Wells Fargo,2014-12-31,15.53,1501893,1003,247461,0.004053164,185262,13.0069,7.71E-06,0.014553544,0.52325305,75.5629
12510,1737737,255.2005,1.3986,12.2,708,885518,1,Wells Fargo,2015-03-31,15.08,1547773,977,260989,0.003743453,189964,12.6042,7.25E-06,0.014127324,0.509581139,73.9989
12443,1720617,241.3453,1.3834,12.28,650,914527,1,Wells Fargo,2015-06-30,15.16,1529941,956,262714,0.003638938,190676,12.3974,7.21E-06,0.013605941,0.53151108,77.1214
11537,1751265,258.1671,1.3593,12.42,703,925503,1,Wells Fargo,2015-09-30,15.44,1557222,988,273343,0.003614506,194043,12.2642,7E-06,0.012465654,0.528476844,76.9855
11382,1787632,235.0779,1.3177,12.63,831,936441,1,Wells Fargo,2015-12-31,15.77,1593741,1055,297064,0.003551423,193891,12.1327,6.79E-06,0.01215453,0.523844393,76.5496
12234,1849182,226.1,1.2575,12.49,886,965579,1,Wells Fargo,2016-03-31,15.52,1650678,1305,335591,0.003888662,198504,11.6761,6.31E-06,0.012670118,0.522165476,77.7758
11963,1889235,232.7644,1.2405,12.5,924,981307,1,Wells Fargo,2016-06-30,15.6,1686574,1413,364185,0.003879896,202661,11.4443,6.06E-06,0.012190884,0.519420294,78.7899
10986,1942124,214.3738,1.2043,12.6,805,988932,1,Wells Fargo,2016-09-30,15.68,1738166,1535,379503,0.004044764,203958,11.2296,5.78E-06,0.011108954,0.509201266,77.5089
10384,1930115,224.5616,1.1802,12.82,905,993993,1,Wells Fargo,2016-12-31,16.08,1729618,1656,351858,0.004706444,200497,11.1763,5.79E-06,0.010446754,0.514991594,76.1051
9759,1951564,214.1013,1.1635,13.27,805,976480,1,Wells Fargo,2017-03-31,16.54,1749075,1889,351339,0.005376574,202489,11.0828,5.68E-06,0.00999406,0.500357662,73.6719
9056,1930871,214.7256,1.1732,13.68,655,982386,1,Wells Fargo,2017-06-30,16.97,1724726,2223,334225,0.006651208,206145,11.012,5.7E-06,0.009218372,0.508778681,75.2308
8619,1934939,224.6675,1.0991,13.95,717,972039,1,Wells Fargo,2017-09-30,17.28,1728115,2595,332704,0.007799726,206824,10.4197,5.39E-06,0.008866928,0.502361573,74.3885
8036,1951757,224.0821,1.1429,14.14,751,976948,1,Wells Fargo,2017-12-31,17.46,1743678,2645,328276,0.008057245,208079,10.9137,5.59E-06,0.008225617,0.500547968,73.1253
7719,1915388,214.4681,1.1216,13.76,741,968833,1,Wells Fargo,2018-03-31,16.92,1709478,3109,324509,0.009580628,205910,10.6704,5.57E-06,0.007967317,0.505815532,74.3147
7486,1879700,215.4188,1.103,13.83,602,969182,1,Wells Fargo,2018-06-30,16.98,1673631,3474,323780,0.010729508,206069,10.2408,5.45E-06,0.007724039,0.515604618,76.3819
7053,1872981,210.7859,1.1807,13.63,680,963290,1,Wells Fargo,2018-09-30,16.79,1673302,3792,326774,0.01160435,199679,11.1103,5.93E-06,0.007321783,0.514308474,76.0536
6496,1895883,215.0569,1.164,13.46,721,970277,1,Wells Fargo,2018-12-31,16.6,1698817,4277,334831,0.012773608,197066,11.1103,5.86E-06,0.006694995,0.511781054,75.4392
6905,1887792,215.394,1.2157,13.64,695,964283,1,Wells Fargo,2019-03-31,16.74,1689059,4692,348341,0.01346956,198733,11.4786,6.08E-06,0.007160761,0.510799389,76.2874
5922,1923388,235.0514,1.2693,13.69,653,974057,1,Wells Fargo,2019-06-30,16.75,1723351,4891,362122,0.013506498,200037,11.9422,6.21E-06,0.006079726,0.50642772,75.6005
5545,1943950,237.9257,1.1915,13.23,645,981895,1,Wells Fargo,2019-09-30,16.25,1749534,4874,359942,0.013541071,194416,11.6007,5.97E-06,0.005647243,0.505103012,75.04
5346,1927555,208.8248,1.0226,12.76,769,986584,1,Wells Fargo,2019-12-31,15.75,1739571,4395,338000,0.013002959,187984,10.2,5.29E-06,0.005418697,0.511831828,74.5928
6156,1981349,234.5892,0.7414,12.22,909,1033521,1,Wells Fargo,2020-03-31,15.21,1798019,3415,334855,0.010198444,183330,7.5375,3.8E-06,0.005956338,0.521624913,75.0815
7605,1968766,220.3745,0.2204,12.6,1113,968849,1,Wells Fargo,2020-06-30,15.88,1788644,1921,296531,0.006478243,180122,2.2673,1.15E-06,0.00784952,0.492109778,68.6781
8022,1922220,217.3159,0.1498,13.05,683,945086,1,Wells Fargo,2020-09-30,16.35,1740188,1432,275957,0.005189214,182032,1.5467,8.05E-07,0.008488116,0.491663805,68.3253
8728,1952911,244.8794,0.1605,13.25,584,924021,1,Wells Fargo,2020-12-31,16.47,1767199,1195,276911,0.004315466,185712,1.675,8.58E-07,0.009445673,0.473150594,65.7956
8055,1959543,235.792,0.3602,13.54,513,897006,1,Wells Fargo,2021-03-31,16.75,1771195,1238,247001,0.005012125,188348,3.8369,1.96E-06,0.008979873,0.457762856,62.417
7371,1945996,240.5291,0.8676,13.71,381,877894,1,Wells Fargo,2021-06-30,16.84,1752869,893,229996,0.003882676,193127,9.164,4.71E-06,0.00839623,0.451128368,60.9449
7058,1954901,257.3393,0.9744,13.18,259,887638,1,Wells Fargo,2021-09-30,16.21,1763830,925,209600,0.004413168,191071,10.2047,5.22E-06,0.00795144,0.454057776,60.368
7212,1948068,258.6672,1.1047,12.89,421,919011,1,Wells Fargo,2021-12-31,15.84,1757958,859,199574,0.004304168,190110,11.576,5.94E-06,0.007847567,0.471755093,61.9915
6871,1939709,269.5966,1.0617,11.96,305,931631,1,Wells Fargo,2022-03-31,14.72,1758020,960,191353,0.005016906,181689,11.2972,5.82E-06,0.007375238,0.480294209,62.8905
5993,1881142,307.7266,0.9303,11.89,344,953408,1,Wells Fargo,2022-06-30,14.65,1701349,1358,191824,0.007079406,179793,9.6542,5.13E-06,0.006285871,0.506824046,66.8986
5587,1877745,334.1749,0.8491,11.85,399,955340,1,Wells Fargo,2022-09-30,14.55,1699336,2396,209217,0.011452224,178409,8.9109,4.75E-06,0.00584818,0.508769828,68.3288
5626,1881020,258.952,0.7144,12.1,560,962975,1,Wells Fargo,2022-12-31,14.8,1698807,4360,230480,0.018917043,182213,7.4365,3.95E-06,0.005842312,0.511942988,69.5799
6010,1886400,253.0671,0.7778,12.34,604,954190,1,Wells Fargo,2023-03-31,15.09,1703180,6020,258854,0.023256353,183220,8.2572,4.38E-06,0.006298536,0.505825912,70.0257
6886,1876320,250.8588,0.8876,12.25,764,953989,1,Wells Fargo,2023-06-30,15,1694368,7667,259149,0.029585296,181952,9.3234,4.97E-06,0.007218113,0.508436194,70.9505
8002,1909261,248.5168,0.9956,12.55,850,946732,1,Wells Fargo,2023-09-30,15.26,1726888,8988,287535,0.031258803,182373,10.5636,5.53E-06,0.008452234,0.495863059,69.9206
8256,1932468,235.6427,1.0039,12.98,1252,941618,1,Wells Fargo,2023-12-31,15.67,1745025,10068,301207,0.033425518,187443,10.4612,5.41E-06,0.008767887,0.487261885,69.3298
8075,1959153,234.8296,0.9762,12.68,1149,928257,1,Wells Fargo,2024-03-31,15.4,1776479,10613,300846,0.035277185,182674,10.367,5.29E-06,0.008699099,0.473805262,67.112
8434,1940073,228.8328,0.9822,12.4,1301,925219,1,Wells Fargo,2024-06-30,15,1761925,10961,302382,0.036248851,178148,10.5109,5.42E-06,0.00911568,0.476899065,67.7372
8172,1922125,232.8238,0.9443,12.8,1111,916986,1,Wells Fargo,2024-09-30,15.5,1737114,11308,298164,0.037925437,185011,9.9396,5.17E-06,0.008911805,0.477068869,67.9427
7730,1929845,247.241,1.0213,12.57,1211,919005,1,Wells Fargo,2024-12-31,15.18,1748779,10219,286307,0.035692456,181066,10.8109,5.6E-06,0.008411271,0.476206638,66.9924
710,148452,508.0434,0.321,12.12,133,99667,0,Ally,2014-03-31,13.0216,133993,712,73458,0.009692613,14459,-2.8912,0.097398486,0.007123722,0.671375259,180.0116
611,149937,499.2741,0.4957,12.33,85,100781,0,Ally,2014-06-30,13.1971,135059,728,74282,0.00980049,14878,4.3768,0.099228343,0.006062651,0.672155639,179.6741
621,149195,477.6432,0.7186,12.65,149,99521,0,Ally,2014-09-30,13.475,134005,671,72554,0.009248284,15190,6.2889,0.101813063,0.006239889,0.667053185,175.0558
645,151631,476.9271,0.7596,12.55,170,101951,0,Ally,2014-12-31,13.24,136232,672,73442,0.009150078,15399,7.7684,0.10155575,0.006326569,0.672362512,175.1645
593,153524,453.163,0.9928,13.16,150,101416,0,Ally,2015-03-31,14.11,137590,612,72207,0.008475633,15934,9.8641,0.103788333,0.005847204,0.66058727,166.5971
642,156472,530.71,0.8864,11.74,100,106611,0,Ally,2015-06-30,12.63,142177,608,75865,0.008014236,14295,9.31,0.091358198,0.006021893,0.681342349,172.1003
637,156105,498.9314,0.7881,12.02,161,108028,0,Ally,2015-09-30,12.95,141506,604,72839,0.008292261,14599,8.0768,0.093520387,0.005896619,0.692021396,168.6857
680,158581,553.129,0.831,11.1,198,111705,0,Ally,2015-12-31,12.52,145142,605,74335,0.008138831,13439,8.9396,0.084745335,0.006087463,0.704403428,168.033
698,156505,487.6583,0.6212,11.57,179,110915,0,Ally,2016-03-31,13,142682,648,67409,0.00961296,13823,6.4724,0.088323057,0.006293107,0.708699403,157.8524
734,157931,492.4987,0.7258,11.18,152,112668,0,Ally,2016-06-30,12.83,144320,651,67034,0.00971149,13611,8.1775,0.086183207,0.006514716,0.713400156,154.7595
753,157397,464.1966,0.6903,11.13,213,115015,0,Ally,2016-09-30,12.8,143767,656,63270,0.010368263,13630,7.6659,0.086596314,0.006546972,0.730731844,151.847
819,163728,501.622,0.6621,10.93,257,118944,0,Ally,2016-12-31,12.57,150411,674,66801,0.010089669,13317,7.9758,0.081336118,0.006885593,0.726473175,150.5201
798,162101,444.6839,0.6472,11.09,253,119003,0,Ally,2017-03-31,12.7,148736,682,59432,0.0114753,13365,7.5842,0.082448597,0.006705713,0.734128722,140.8553
783,164345,444.2737,0.5728,11.18,199,120545,0,Ally,2017-06-30,12.83,150872,700,59857,0.011694539,13473,6.8158,0.081979981,0.0064955,0.733487481,139.871
807,164013,407.4044,0.6198,11.46,253,118889,0,Ally,2017-09-30,13.19,150440,735,55297,0.01329186,13573,7.3227,0.082755635,0.006787844,0.724875467,131.9288
792,167148,412.324,0.5615,11.25,305,123001,0,Ally,2017-12-31,12.94,153654,740,55639,0.013300023,13494,6.93,0.080730849,0.006438972,0.735880776,131.8961
863,170021,417.6731,0.5811,10.98,259,125453,0,Ally,2018-03-31,12.57,156939,794,54640,0.014531479,13082,7.2976,0.076943436,0.00687907,0.737867675,128.741
905,171345,414.3085,0.6327,11.09,180,125872,0,Ally,2018-06-30,12.66,158206,873,54436,0.016037181,13139,7.9814,0.076681549,0.007189844,0.734611456,127.486
903,173101,404.1269,0.6846,11.12,235,127030,0,Ally,2018-09-30,12.68,160016,942,52880,0.017813918,13085,8.6578,0.075591707,0.007108557,0.733849025,125.3021
1092,178869,408.3509,0.73,10.8,271,130240,0,Ally,2018-12-31,12.3,165601,1028,54180,0.018973791,13268,9.4388,0.074177191,0.008384521,0.728130643,122.6619
987,180117,349.0109,0.7923,10.99,237,130162,0,Ally,2019-03-31,12.54,166418,1055,47811,0.022066052,13699,10.3581,0.076056119,0.007582858,0.722652498,114.8836
903,180448,308.6407,0.921,11.19,182,129485,0,Ally,2019-06-30,12.73,166132,1095,44185,0.024782166,14316,11.8011,0.079335875,0.006973781,0.717575146,111.3131
929,181485,285.5363,0.9177,11.22,267,129609,0,Ally,2019-09-30,12.76,167035,1069,41260,0.025908871,14450,11.8177,0.079620905,0.007167712,0.714158195,108.705
1036,180644,275.763,0.9541,11.22,290,128389,0,Ally,2019-12-31,12.76,166228,1024,39754,0.025758414,14416,12.3898,0.07980337,0.008069227,0.71072939,106.3245
1396,182527,301.2723,0.5636,10.92,266,128374,0,Ally,2020-03-31,12.76,169008,957,40729,0.023496771,13519,7.5097,0.074065755,0.010874476,0.703315126,104.9459
1532,184061,238.8833,0.3737,11.85,178,118638,0,Ally,2020-06-30,13.79,170235,872,33028,0.026401841,13826,4.8397,0.075116402,0.012913232,0.644558054,90.5385
1493,185270,204.6014,0.4232,12.11,122,118469,0,Ally,2020-09-30,14.05,171144,770,28902,0.026641755,14126,5.4311,0.07624548,0.012602453,0.639439737,87.7951
1525,182165,165.4696,0.5981,12.37,198,118940,0,Ally,2020-12-31,14.15,167462,644,24329,0.026470467,14703,7.4522,0.080712541,0.012821591,0.652924546,86.7947
1439,181879,141.3949,1.2074,12.82,118,113706,0,Ally,2021-03-31,14.58,167254,557,20679,0.026935538,14625,15.6339,0.080410603,0.012655445,0.625173879,81.46
1283,180470,97.336,1.5686,13.92,-6,112626,0,Ally,2021-06-30,14.83,162940,498,17063,0.029185958,17530,18.2357,0.097135258,0.011391686,0.624070483,80.9653
1285,179184,87.4602,1.6984,12.81,54,114927,0,Ally,2021-09-30,14.56,161895,444,15121,0.029363137,17289,19.704,0.09648741,0.011181011,0.641390972,82.418
1452,182114,100.9032,1.68,11.89,103,122817,0,Ally,2021-12-31,13.47,165064,415,17204,0.024122297,17050,19.2738,0.093622676,0.011822468,0.674396257,86.7609
1388,184297,128.6901,1.5943,11.49,133,125836,0,Ally,2022-03-31,13.13,168884,401,19835,0.020216789,15413,19.4354,0.083631313,0.01103023,0.682789194,88.3215
1379,185703,177.0523,1.366,11.11,153,129255,0,Ally,2022-06-30,12.75,171719,467,24759,0.018861828,13984,15.8723,0.075303038,0.010668833,0.696030759,92.0613
1383,188640,191.6358,1.1353,10.77,276,133264,0,Ally,2022-09-30,12.39,176206,804,23828,0.033741816,12434,14.0497,0.06591391,0.010377897,0.706446141,91.4326
1454,191826,157.8505,0.9167,10.7,390,136402,0,Ally,2022-12-31,12.2,178967,1185,20298,0.058380136,12859,11.4614,0.067034709,0.010659668,0.711071492,89.5632
1384,196165,163.9632,0.7244,10.66,409,136828,0,Ally,2023-03-31,12.46,182787,1458,21935,0.066469113,13378,9.5724,0.068197691,0.010114889,0.697514847,88.8419
1454,197241,165.0532,0.6398,10.72,399,138746,0,Ally,2023-06-30,12.5,183709,1681,22335,0.07526304,13532,8.9039,0.068606426,0.010479581,0.70343387,89.9138
1454,195704,175.4854,0.6359,10.7,456,140549,0,Ally,2023-09-30,12.5,182879,1850,22506,0.082200302,12825,9.6758,0.065532641,0.010345147,0.71817132,91.9613
1486,196329,152.2805,0.5183,10.76,1431,139839,0,Ally,2023-12-31,12.41,182626,1908,20867,0.091436239,13703,7.5747,0.069796108,0.010626506,0.712268692,90.4135
1252,192877,124.5588,0.4339,10.8,539,138318,0,Ally,2024-03-31,12.5,179220,1922,17011,0.112985715,13657,6.2438,0.070806784,0.009051606,0.717130607,89.1891
1215,192531,137.9034,0.4151,11.03,435,139099,0,Ally,2024-06-30,12.7,178680,1866,19101,0.09769122,13851,5.9088,0.071941661,0.008734786,0.722475861,91.4199
1490,192981,126.1664,0.4477,11.2,517,137807,0,Ally,2024-09-30,12.9,178256,1885,18578,0.101464097,14725,6.3158,0.076302848,0.010812223,0.714096206,90.6923
1576,191836,137.5243,0.472,11.3,543,136190,0,Ally,2024-12-31,13.2,177933,1799,19120,0.094089958,13903,6.6362,0.072473363,0.011572068,0.709929315,89.8505